11,0,日本語,0
48,0,古代エジプト,0
90,0,フランス語,0
107,0,トルコ,0
313,0,食文化,0
377,0,岡山県,0
387,0,岐阜県,0
395,0,高知県,0
405,0,島根県,0
415,0,鳥取県,0
421,0,長野県,0
424,0,新潟県,0
426,0,兵庫県,0
432,0,福井県,0
583,0,1984年,0
897,0,1982年,0
1118,0,考古学,0
1119,0,力学,0
1174,0,ユーザインタフェース,0
1410,0,仮面ライダーV3,0
1447,0,常用漢字,0
1466,0,1877年,0
1520,0,1996年,0
1521,0,フィンセント・ファン・ゴッホ,0
1588,0,1979年,0
1651,0,じゃんけん,0
1789,0,昭和,0
1842,0,ピタゴラスイッチ,0
1903,0,中華人民共和国,0
1917,0,2009年,0
1969,0,結晶,0
2009,0,インド,0
2195,0,ヨット,0
2237,0,海,0
2341,0,松井秀喜,0
2489,0,料理,0
2504,0,1903年,0
2526,0,1921年,0
2544,0,1937年,0
2559,0,古墳,0
2740,0,江戸時代,0
2782,0,18世紀,0
2915,0,野菜,0
3028,0,調理,0
3041,0,人間,0
3063,0,魚類,0
3110,0,時代劇,0
3123,0,調味料,0
3124,0,穀物,0
3177,0,果物,0
3202,0,奈良時代,0
3377,0,英語,0
3386,0,オリーブ・オイル,0
3465,0,旧約聖書,0
3616,0,紙切り,0
3627,0,登山,0
3674,0,金属,0
3989,0,面積,0
4121,0,対称性,0
4131,0,廃語,0
4145,0,ISBN,0
4214,0,1881年,0
4263,0,1886年,0
4270,0,合金,0
4286,0,棋士_(将棋),0
4288,0,フィリップス,0
4516,0,明治維新,0
4805,0,1875年,0
4850,0,朝比奈隆,0
4855,0,徳川家康,0
4987,0,紀元前4世紀,0
5025,0,2世紀,0
5046,0,千と千尋の神隠し,0
5123,0,1895年,0
5258,0,車輪,0
5297,0,電動機,0
5313,0,マンマシンインタフェース,0
5333,0,ベートーヴェン,1
5388,0,日本料理,0
5390,0,ウィクショナリー,0
5409,0,川端康成,0
5536,0,戦後,0
5552,0,商標,0
5612,0,9月16日,0
5624,0,8月3日,0
5698,0,中国語,0
5850,0,ステンレス鋼,0
5851,0,ステンレス,1
6052,0,鎌倉市,0
6139,0,パキスタン,0
6193,0,転写_(生物学),0
6283,0,モニカ・セレシュ,0
6372,0,チェコ,0
6833,0,新幹線,0
7039,0,人類,0
7051,0,スピン,0
7090,0,鉄,0
7141,0,チーズ,0
7212,0,京都市,0
7272,0,男性,0
7307,0,工作機械,0
7325,0,雷,0
7429,0,コイ,0
7511,0,ガラス,0
7688,0,講談社,0
7708,0,スノーボード,0
7715,0,圧力,0
7791,0,ゴムひも,0
7806,0,稲作,0
7901,0,アルミニウム,0
8046,0,紙テープ,0
8209,0,機械,0
8380,0,署名,0
8404,0,折り紙,0
8406,0,ハンガリー,0
8539,0,フッ素,0
8665,0,クロム,0
8810,0,コバルト,0
9228,0,北アメリカ,0
9603,0,カツオ,0
9610,0,冷蔵庫,0
9716,0,アルバート・アインシュタイン,1
9721,0,動物,0
9852,0,中華料理,0
9985,0,チタン,0
10048,0,ジネディーヌ・ジダン,0
10050,0,メジャーリーグベースボール,0
10060,0,青銅,0
10138,0,機械要素,0
10468,0,厨房,0
10589,0,長野市,0
10807,0,工学,0
11104,0,シティーハンター,0
12372,0,N95マスク,0
12473,0,エーテル,0
12503,0,刀,0
12614,0,明治時代,1
12952,0,1500年,0
12979,0,飛鳥時代,0
13237,0,小学館,0
13313,0,幕末,0
13338,0,ヴァイオリン,0
13428,0,ポジトロン断層法,0
13873,0,柏市,0
13912,0,六曜,0
13953,0,核磁気共鳴画像法,0
14072,0,南宋,0
14279,0,ヨハン・クライフ,0
14292,0,災害,0
14474,0,豆腐,0
14815,0,和歌,0
14918,0,フェンシング,0
14929,0,三枚おろし,0
15021,0,再使用,0
15054,0,解剖学,0
15070,0,略語,0
15297,0,総合格闘技,0
15344,0,スクリーントーン,0
15656,0,北京料理,0
15894,0,武士,0
16002,0,鰻,1
16014,0,兵器,0
16042,0,東條英機,0
16178,0,ブランド,0
16209,0,武器,0
16417,0,千曲市,0
16463,0,西ヨーロッパ,0
16735,0,原稿用紙,0
17050,0,コンタクトレンズ,0
17051,0,電子レンジ,0
17106,0,アルミ箔,0
17107,0,鉛筆,0
17109,0,消しゴム,0
17111,0,旋盤,0
17117,0,文房具,0
17129,0,インク,0
17157,0,めっき,0
17176,0,ステープラー,0
17352,0,デッキ,0
17383,0,流体機械,0
17493,0,拼音,0
17542,0,工具,0
17550,0,フライス_(工具),0
17630,0,ばね,0
17758,0,救世軍,0
17849,0,蒲鉾,0
17850,0,紅茶,0
17969,0,コンターマシン,0
18360,0,食器,0
18475,0,硬度,1
18498,0,ウシ,0
18539,0,フグ,0
18700,0,数え年,0
18705,0,ウマ,0
19027,0,指し棒,0
19055,0,フランス料理,0
19081,0,漂流教室,0
19424,0,エンドミル,0
19528,0,アントニオ猪木,0
19589,0,鳥類,0
19611,0,美濃,0
19924,0,トレス台,0
19964,0,紙,0
20149,0,ダム,0
20194,0,成年,0
20696,0,アクチュエータ,0
21027,0,バイト_(工具),0
21049,0,ブランデー,0
21143,0,必殺シリーズ,0
21402,0,レオナルド・ダ・ヴィンチ,0
21662,0,ナショナルリーグ,0
21697,0,古代ギリシア,0
21789,0,スプーン,0
21799,0,パン,0
21867,0,着色料,0
21884,0,四角形,0
21892,0,マイクロメータ,0
21957,0,定規,0
21975,0,麺,0
22099,0,箸,0
22142,0,ギター,0
22217,0,石鹸,0
22222,0,包丁,0
22259,0,ポン酢,0
22301,0,レンチ,0
22380,0,庖丁,1
22499,0,ナイフ,0
22511,0,コンビニエンスストア,0
22515,0,合成樹脂,0
22657,0,やすり,0
22834,0,ピッチャー,0
22874,0,ゴボウ,0
22910,0,シュレッダー,0
22916,0,ペンチ,0
22919,0,ニッパー_(工具),0
22945,0,羽ぼうき,0
22951,0,ネギ,0
23018,0,アスパラガス,0
23167,0,畳,0
23176,0,発展途上国,1
23179,0,広東料理,0
23256,0,アーユルヴェーダ,0
23609,0,ホテル,0
23705,0,ニコラ・テスラ,0
23781,0,台所,0
23850,0,エキス,0
23952,0,ツインビー,0
24057,0,律令制,0
24095,0,節足動物,0
24156,0,超硬合金,0
24201,0,食品,0
24419,0,外来語,0
24433,0,西洋料理,0
24460,0,うどん,0
24520,0,粘土,0
24728,0,ひとりでできるもん!,0
24946,0,真鍮,1
24988,0,トゲウオ目,0
25043,0,科料,0
25560,0,カキ_(貝),0
25583,0,ブルース・リー,0
25603,0,刺身,0
25635,0,リンゴ,0
25676,0,餅,0
25681,0,東洋,0
25715,0,農作物,0
25798,0,シイタケ,0
25853,0,プリオン,0
25885,0,ユニバーサルデザイン,0
25890,0,利き手,0
25917,0,右利き,1
25919,0,両利き,0
26123,0,グリセリン,0
26148,0,心臓ペースメーカー,0
26284,0,ニワトリ,0
26542,0,医療行為,0
26577,0,鏡,0
26782,0,ロナウド,0
26800,0,眼鏡,0
26829,0,鍛冶,0
26832,0,かまど,0
26860,0,ガスマスク,0
26936,0,雲形定規,0
27015,0,熱傷,0
27199,0,ロベルト・バッジョ,0
27308,0,戦国時代_(日本),0
27549,0,古代,0
27612,0,ドイツ料理,0
27628,0,油,0
27650,0,石器時代,0
27715,0,応急処置,0
28030,0,シマノ,0
28289,0,アメリカンフットボール,0
28377,0,ダイヤモンドライクカーボン,0
28424,0,皮膚,0
28464,0,塑性加工,0
28628,0,葉巻きたばこ,0
28692,0,タイプライター,0
28860,0,アカマツ,0
29148,0,デブリードマン,0
29151,0,創傷,0
29248,0,ゴルフ,0
29418,0,パイナップル,0
29674,0,古武道,0
29793,0,倉吉市,0
29845,0,津山市,0
29851,0,コンパス,0
29909,0,ハンドル,0
30082,0,ジャンプ,0
30104,0,海苔,0
30447,0,ソクラテス_(サッカー選手),0
30592,0,プラスチック,1
30653,0,軸受,0
30928,0,ギロチン,0
31003,0,日本経済新聞,0
31238,0,チェロ,0
